text;sentiment
online class hari ini sepe i biasa masuk kuping kanan keluar kuping kiri alias g paham woee;negative
sekarang ni rasa macam online class more better;positive
online class disambi nyari mutualan di twt yak betul saya;netral
karna online class mulu sampe lupa muka temen sendiri;negative
dede nya lgi online class;netral
semangatt class online nyaa;positive
bangun pagi class online makan mandi bersih rumah siang waktunya tidur siang bangun sore mandi ngbrol sama mamah malem maen sama temen huft sorry galau i don t have time for u anymore;negative
semangatin aku dong aku lagi ga mood online class;positive
masamaa semangt terus online class nya;positive
weh kalian pada online class gakk;netral
ak ngajakin bolos pelajaran slanjut a;negative
online class aja masih ada kerja kelompok asu malesin;negative
ciee yg kabur class online;negative
baru jalan seperempat udah disuruh join vicon;netral
pagiii km gie online class ngk;netral
lin ahahahah kalau amin rsa online class nnt l amin tau la stress dia macam mna dgn connection hampeh ayooo;negative
ga sukanya sama online class tuh cuman satu ribet;negative
pahal kau takde online class aku ade do;netral
landmenfess land yuk yg lagi online class sambil twitteran mutualan yuk rajin jbjb ya tinggalin jejak aja;netral
kapan sekolah offline udah fucked up bgt sm online class;negative
kalian online class prefer ke materi aja atau zoom an;netral
tidax menyesal ak bolos online class yyeah;negative
siapa yng kabur dri online class ya aku;negative
hari ini santai bgt online class nya;netral
land yuk yg lagi online class sambil twitteran mutualan yuk rajin jbjb ya tinggalin jejak aja;netral
wkwkwkkw apalah aku yg kalo online class suka ganti nama jd reconnecting wkwkw;netral
temen gue wktu online class jwb gtttt;netral
hotak anda lah aku dah tak rela class online njir;negative
gara semalem begadang online class nya telat dong trs ngga mandi;negative
yaallah gaada waktu ngetwit online class i hate yu;negative
malas ntar takut pegelnya pindah ke tangan klo pimdah mmpus ak malas online class nnti;negative
pagii mo cerita kan td jam ada online class di gm lama bgt guru nya ga mulai krn error ketiduran setengah jam trs uda;negative
kalo online class mending di kasih tugas atau diskusi lewat zoom gmeet;netral
asheljkt tapi masih bisa gabung online class nya kan nanti siang kalo gada kegiatan tidur sebentar dulu aja biar kak ashell ga kurang istirahat;netral
minggu ni malas level apa taktau class online pun off camera jawab test tak mandi hahaha;negative
sekarang lagi online class tp tak ku dengerin;negative
ak engga wkwkwk mls online class;negative
btul a hmmch sunggu mnyiksa ini online class;negative
bisa bisa nya gua kebelet berak pas online class;netral
babi ni semua sbb corona kalau tak takda online class takda online exam fvk;negative
ak lagi class online sambil buka tw ketauan g c;netral
hdhshdgs sama laptop ku juga rada nge hang grgr online class trs;negative
ada yg sama gx kya gue klo muk online class malah kebelet boqer;netral
mood main twitter lebih banyak dripd mood online class;negative
ngga guru ku gaada ngasi tugas sejak online class dimulai hng;netral
sedangkan kelas ku pura masuk vidcon online class lalu tidur sampai sore;negative
andaikan minta accept live di ig segampang minta accept di zoom pas online class;netral
class online olahraga ngapain coba;netral
masih online class he;netral
pgii lg sarapan smbil online class d;netral
ak kabur dari online class jd mu jbjb aja;negative
ni anak pada introve semua apa gmn online class pd nge off video berasa ngomong sendiri;negative
best sial tgk member dah masuk kampus uni mmu st terus online class hmmm masuk tak tentu this year or next year hmmm;negative
gw balik online class harus penuh ya;netral
online class kalian ada yg make ms teams;netral
wehh koyak tympanic membrane aku org bersin masa online class bersin tepi mic kepeeeeeeeeeeeeeeeee adoi;netral
yatuhan gue kenapa c telat online class mulu;negative
ak ramal kmu lgi online class tapi malah main burung biru;netral
km online class gk sayy;netral
selamat pagi dari aku yang lagi online class;positive
kau sabar jap aku tgh online class ni google meet;netral
btw da lamaa nga liat km;netral
gak lagi online class ini;netral
belajar product management dari dasar ikuti program online class introduction to product management agustus waktu online zoom pendaftaran ainun;netral
terus taeyong bubble adjakqpdpwxl;netral
demi apa gua klo online class jarang pake seragam;negative
kau budak sekolah mana tau struggle kitorang yang online class ni asyik be ekak ngn family lepastu nak cari re;netral
zeejkt ada online class jii alias janlupa sarapan yaa;netral
belajar bahasa arab time online class seriuss susah nak faham;negative
ketika aku online class tapi didepan rumah lagi ada acara;netral
tugas pjok jd gak jelas pas online class;negative
yuuk bergabung bersama saya dalam online class learning designer series;netral
registration;netral
erdjon;netral
anto;netral
kalo tida mandi online class berabe wkwk;negative
paling aku suka class online ais ni wkwkwk baru jak tadi pgi tandas tuptup habis sdh ekkk;positive
absen disuruh nyalain kamera terus muka kita muncul ditengah segitu gedenya;netral
pagii mo cerita kan td jam ada online class di gm lama bgt guru nya ga mulai krn error ketiduran setengah jam trs udahlah dimulai baru ngomong judul materi w ketiduran lagi dong barusan bangun dan gurunya bilang sekian wassalamualaikum dahlah;negative
iyaa penjelasannya simple bgt ga ribet aku jg baru tau soalnya online class guruku suka kasi materi dr channel gituu;positive
taksanggup online class but high risk kat sekolah aduuu;negative
masih mau nangisin trejo amjir tp dah muk mulai online class;negative
the pondok she built on a mountain for online class;netral
aku rep ini biar pagi mutualku sebelum online class menjadi lebih indah;positive
u tooo semangat online class nyaa;positive
timaksiii kakak wkkwkw btw smngt juga nemenin adek online class wkwkkw;positive
ga ada muka lagi aku;netral
pagii amiii yg lgi online class semangattt;positive
bcs that s what you deserve raraaaa udah sarapan belum semangat online class hari ini ya;positive
selamattt pagiii jangan bolos online class yaa;positive
ak udah masuk online class tapi sedih gara treasure nya masih ada;negative
semua pebisnis bisa berjualan;netral
make a customer;netral
ngantuk bgt online class;negative
kamuuu koook nakalll bangettt lagiii online class malahhh kaburrr kesiniiii sayanggg sigh;negative
pagi jan kabur online class ya yg msi skula;positive
pengen baca au tp online class;netral
truss buat apa online class kalo tetep disuruh kumpul kumpul ahhh truss perpusnya jg ga buka heyy;negative
rumah gw km dari sklh;netral
ngerasa ga sih selama online class jadwalnya lebih padet dari pas sekolah biasa ya emg di jadwal cuma sampe jam doang tapi kyk padet ajaa gitu rasanya selama online class gua juga udah gapernah tidur siang lagiii gegara ngerjain tugas mulu;negative
bangun terpagi selama online class jsljdjlsk;netral
cepet sarapann ada online class ga;positive
klean mulai online class nya jam brp sih;netral
semenjak online class otak gw perlahan lahan menunjukan gejala nonaktif;negative
zzslm aku lagi inda suka ke ubd awal pagi and then rupanya class online;netral
ga nyadar kalo lagi class online;netral
ehh jgn lupa sarapan ya nanti semangatt online class nyaa;positive
baru minum susu ajaa hihii aku langsung online class;positive
ada online class masa di skip mulu;negative
sejak online class pelajaran pling gua gasuka itu olahraga dah valid klo dpt tgs bikin video rasanya pengen berubah jd siluman gua;negative
beginilah kalo online class kalo berak mesti bawa hp biar ga ketinggalan tugas;negative
pengen ngerusuh di online class;negative
kor msi blm sempat nonton gr online class;netral
kenapasi tiap online class bawaannya selalu mau eeq;netral
mau nangis w udah duduk depan laptop mau online class juga;negative
pjj tuh singkatan dari apaan si pjj tu online class kan;netral
oalah kirain udah di rilis wkwk oke deh semangat online class zheyeng btw wajib tag saya ya neng depi;positive
ppppp gue muk bolos online class;negative
udah mulai bosen sama online class;negative
smngt class online nya;positive
ngakak gua lg di online class ncjwbnckenchio;netral
iya jugak sii ada yang masi bobo masi harus ikut online class jugak mending sore gasii kan rata rata uda pada selese gituu online class nya trus yg kerja jugak biasanya uda pulang xixixi;netral
temen w kemaren gapake seragam krn lagi di rumah neneknya dia udah ngmg terus di alpa in walaupun udh ikut online class seharian karena gapake seragam lol;negative
sudah be ekad untuk dapat hadiah hari ini;netral
bukannya mandi siap siap class online malah main rp bengek;negative
belajar product management dari dasar ikuti program online class introduction to product management agustus waktu ainun;netral
anda akan belajar langkah langkah menyusun sebuah program dengan pendekatan design thinking yang dimulai dengan berempati pada pengguna;netral
class online ini kok gk bisa sabar ya gw kan baru melek buka mata udh muncul notif tugas aja si buru buru mau kemana si emangnya;negative
online class mulai setengah jam lagi tapi gue baru bangun ya aya boleh lanjutkan;netral
semangat untuk kakak kakak yang simak ui hari ini semangat juga untuk yang online class;positive
sm tpi harus ttp online class;netral
time for sleep guys but ak lupa hari ini ada online class hmzz;netral
aku yg bosan dengan class online;negative
kenapa ya tiap mau mulai online class selalu sakit perut;netral
hari ini hari pe ama online class gais hiks;netral
mau online class dlu byebye ntr balik lagi;netral
bili ng bagong charger kasi malapit na online class uwuu;netral
pastu en kalau online class pastu kena balik uni gak keeee or boleh je online dari rumah jeeee;netral
wehhhh kan sem depan uum buat online class gak en online class ni full sampai habis sem keeeee sampai sebab kalau tengok macam pekeliling yang untuk international students tu en dia just tulis a conduct through ol but tak cakap sampai bila;netral
mrning udh mulai online class lom;netral
morning moots have a nice day y all yang mau online class ayo bangun jangan lupa sarapan yaa smangaatt;positive
aku gaada yg ngabarin paling tugas sama online class;netral
ayuz naman ng online class na itu;netral
daftar juli juli;netral
class sta agustus;netral
biaya kursus rp x pe emuan;netral
biaya modul rp belum ongkir;netral
jadwal senin;netral
cp wa;netral
punten ini kenapa jaringannya dari kemarin gak bagus banget yaa lagi gangguan apa gimana ini saya agak ribet buat class online jadinya;negative
maybe dia rasa lhdn ada buat online class kali;netral
koo bisa tiba tiba jam segini anjir alamat gk tidur lagi mana ntar class online;netral
aku harap sebelum online class cg sejarah tukar;netral
ak nungguin min mata udah berair besok ada online class min km apa nga kasian sama ak min;netral
yes yes i nak balik kolej but dgr khabar still online class next sem tapi tak confirm lagi;netral
online class bsk jam pgii alias napa blom ngantuk woeeeeeeee;netral
gatau lah gw mau streaming apa lgi bobo aja udeh bsk online class;netral
waktu tu mak belender waktu tu kakak nyanyi waktu tu suruh sarapan waktu tu suruh bukak;netral
bagus jam segini blm tdr bsk msih ada class online;netral
gue libur cuma sebulanan tapi balik sibuk lagi tuh berasa males bgt padahal w cuma online class sama meeting asli daebak bet dah jam segini masih ngerjain tugas mandarin ntaps;negative
mommy busy kerja takde orang nak jagakan atuk i have online class and side job dan aku orang pe ama yg mommy suruh balik jaga atuk terima seadanya balik jaga atuk online class on going uwan bebel bebel at the same time pening toksah cakap its okay demi mommy;netral
tak ready lagi untuk online class;negative
lupa bsok msih ada online class;negative
kalau boleh takmau dah online class macam dulu;negative
online class tak best ya anak anak saya ulangi online class tak best ya anak anak;negative
bsk pgn coba bobo jam ah ngikutin ferrell biar gak keboboan mulu pas online class;positive
baru beli data hari dah separuh gb aku guna hmmm camne lah nanti balik perak aku ada class online;negative
lagi istirahat pas online class buka tv eh ada sohyun;netral
sejak class online sta aku rasa hidup aku yang normal makin pudar;negative
mojo coba skali aja tidur jam psti besok ga ngantuk klo online class;netral
iqo online class jam isinya ngeluh;negative
besok online class;netral
penderitaan kita masih panjang;negative
ofc duluin bangtan ueueue soalnya jam tinggal tugas dah skse online class xixi;negative
takleh bawak bodo online class ni;negative
lock akun dulu mau rest bentar sibuk sama online class dengan tumpukan tugas setinggi gunung everest;negative
